"Notes"	"County of Residence"	"County of Residence Code"	"Number of Prenatal Visits"	"Number of Prenatal Visits Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Education"	"Mother's Education Code"	"NICU Admission"	"NICU Admission Code"	Births	% of Total Births	Average Age of Mother (years)	Average OE Gestational Age (weeks)	Average Birth Weight (grams)	Average Pre-pregnancy BMI	Average Number of Prenatal Visits	Average Interval Since Last Live Birth (months)
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	62	0.02%	22.19	38.34	3155.53	28.47	6.00	36.57
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"Yes"	"1"	25	0.01%	22.08	32.84	2093.52	27.43	6.00	38.67
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	155	0.05%	22.06	38.81	3189.77	26.07	6.00	35.26
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	12	0.00%	22.17	34.08	1961.42	25.59	6.00	11.00
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	68	0.02%	22.50	38.44	3039.66	24.95	6.00	31.07
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"20-24 years"	"20-24"	"Associate degree (AA, AS)"	"5"	"No"	"2"	13	0.00%	22.92	39.00	3304.92	26.58	6.00	26.50
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"20-24 years"	"20-24"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	17	0.00%	22.88	38.82	3128.06	25.60	6.00	16.00
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"8th grade or less"	"1"	"No"	"2"	77	0.02%	27.01	38.60	3253.47	27.80	6.00	57.98
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	77	0.02%	27.12	37.99	3089.66	27.28	6.00	59.29
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"Yes"	"1"	11	0.00%	28.09	34.09	2448.64	29.35	6.00	76.00
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	188	0.06%	27.12	38.48	3169.34	28.09	6.00	49.39
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	26	0.01%	27.12	31.81	1837.38	27.46	6.00	53.82
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	150	0.04%	27.04	38.27	3266.75	27.72	6.00	43.30
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	28	0.01%	27.14	38.71	3273.14	26.38	6.00	68.86
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	79	0.02%	27.32	38.62	3218.37	26.71	6.00	36.83
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	40	0.01%	27.77	38.67	3411.07	27.58	6.00	30.12
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"8th grade or less"	"1"	"No"	"2"	81	0.02%	31.75	38.49	3319.38	28.54	6.00	70.32
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	71	0.02%	31.87	38.52	3275.28	29.00	6.00	66.60
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"Yes"	"1"	18	0.01%	31.89	32.56	1856.22	31.46	6.00	105.91
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	113	0.03%	31.84	38.40	3247.30	29.94	6.00	65.66
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	30	0.01%	31.50	30.63	1597.47	29.67	6.00	48.47
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	81	0.02%	31.81	38.35	3123.22	28.20	6.00	63.34
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	28	0.01%	32.07	36.86	3109.54	28.63	6.00	48.29
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	20	0.01%	31.90	33.55	2199.80	28.49	6.00	72.00
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	146	0.04%	31.95	38.38	3270.89	28.32	6.00	43.95
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	76	0.02%	31.96	38.72	3169.43	26.84	6.00	37.63
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	15	0.00%	32.80	39.07	3438.80	25.66	6.00	57.60
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"35-39 years"	"35-39"	"8th grade or less"	"1"	"No"	"2"	50	0.01%	36.82	38.76	3350.66	28.64	6.00	66.95
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"35-39 years"	"35-39"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	36	0.01%	36.42	38.08	3331.17	29.40	6.00	71.81
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	87	0.03%	36.89	38.15	3216.40	30.22	6.00	77.32
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	49	0.01%	36.94	38.10	3222.38	29.72	6.00	70.19
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	24	0.01%	36.67	38.25	3326.50	28.70	6.00	65.52
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	12	0.00%	37.17	33.58	2198.50	25.33	6.00	57.29
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	71	0.02%	36.80	38.54	3387.49	27.58	6.00	55.18
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"Yes"	"1"	16	0.00%	37.19	31.50	1712.69	30.49	6.00	75.38
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	72	0.02%	36.82	38.38	3253.64	28.53	6.00	47.48
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"35-39 years"	"35-39"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	19	0.01%	36.68	38.00	3070.47	26.16	6.00	51.30
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"40-44 years"	"40-44"	"8th grade or less"	"1"	"No"	"2"	24	0.01%	41.42	38.29	3241.33	31.15	6.00	95.95
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"40-44 years"	"40-44"	"High school graduate or GED completed"	"3"	"No"	"2"	15	0.00%	41.53	36.67	3001.53	29.06	6.00	97.91
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"40-44 years"	"40-44"	"Some college credit, but not a degree"	"4"	"No"	"2"	16	0.00%	41.12	38.25	3383.38	29.56	6.00	79.82
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"40-44 years"	"40-44"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	13	0.00%	40.92	38.31	3518.69	26.98	6.00	55.10
	"Prince George's County, MD"	"24033"	"6 prenatal visits"	"6"	"40-44 years"	"40-44"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	18	0.01%	41.00	37.89	3256.33	28.33	6.00	35.25
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"15-19 years"	"15-19"	"8th grade or less"	"1"	"No"	"2"	19	0.01%	17.74	38.53	3070.00	26.43	7.00	25.20
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	74	0.02%	17.65	38.31	3119.36	23.68	7.00	24.33
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	44	0.01%	18.52	38.80	3100.20	26.05	7.00	39.00
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"20-24 years"	"20-24"	"8th grade or less"	"1"	"No"	"2"	80	0.02%	22.27	38.90	3211.29	26.51	7.00	42.17
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	90	0.03%	22.10	38.86	3278.19	27.33	7.00	45.63
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"Yes"	"1"	20	0.01%	21.75	34.50	2239.80	28.93	7.00	22.00
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	215	0.06%	22.20	38.60	3182.27	27.45	7.00	32.12
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	14	0.00%	22.57	32.86	2082.14	23.97	7.00	59.00
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	90	0.03%	22.48	38.73	3150.73	27.35	7.00	38.38
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"20-24 years"	"20-24"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	17	0.00%	23.12	38.94	3330.35	26.09	7.00	32.50
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"8th grade or less"	"1"	"No"	"2"	104	0.03%	26.94	38.86	3360.39	27.86	7.00	52.51
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	89	0.03%	26.62	38.60	3299.10	28.84	7.00	57.86
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"Yes"	"1"	21	0.01%	26.76	35.14	2408.14	28.74	7.00	47.90
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	184	0.05%	26.97	38.48	3238.03	29.00	7.00	53.50
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	17	0.00%	27.18	32.06	2071.00	32.31	7.00	43.83
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	136	0.04%	26.96	38.56	3217.94	28.13	7.00	49.34
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	38	0.01%	27.13	38.82	3343.26	29.61	7.00	43.05
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	15	0.00%	27.20	34.87	2413.00	28.97	7.00	31.50
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	99	0.03%	27.35	38.66	3229.35	26.32	7.00	33.03
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	34	0.01%	27.62	38.21	3262.09	26.90	7.00	47.89
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"8th grade or less"	"1"	"No"	"2"	87	0.03%	32.07	38.39	3342.64	28.06	7.00	76.61
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	72	0.02%	31.88	38.57	3294.58	28.62	7.00	65.38
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"Yes"	"1"	22	0.01%	31.59	33.82	2297.41	30.29	7.00	65.25
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	149	0.04%	31.67	38.23	3223.59	28.72	7.00	62.33
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	15	0.00%	32.47	32.00	1857.67	31.58	7.00	58.43
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	106	0.03%	31.76	38.67	3322.69	30.15	7.00	60.75
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	41	0.01%	31.76	38.73	3269.88	29.78	7.00	58.10
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	17	0.00%	32.00	34.18	2236.18	28.92	7.00	56.08
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	125	0.04%	32.14	38.50	3313.86	28.61	7.00	41.11
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"Yes"	"1"	14	0.00%	32.29	35.57	2558.21	27.55	7.00	128.00
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	90	0.03%	32.01	38.64	3338.77	26.60	7.00	34.74
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	22	0.01%	32.64	38.64	3235.59	27.57	7.00	37.36
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"8th grade or less"	"1"	"No"	"2"	78	0.02%	36.95	38.55	3296.74	28.21	7.00	82.72
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	54	0.02%	36.78	37.81	3334.85	27.67	7.00	70.37
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	78	0.02%	36.49	38.19	3231.37	28.33	7.00	84.36
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	13	0.00%	36.62	32.31	1858.23	32.33	7.00	94.43
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	65	0.02%	36.42	38.43	3242.98	29.97	7.00	81.59
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	21	0.01%	36.67	38.43	3354.52	30.46	7.00	62.50
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	16	0.00%	37.44	33.00	2035.81	31.02	7.00	59.20
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	88	0.03%	36.49	38.35	3262.51	29.02	7.00	55.44
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"Yes"	"1"	16	0.00%	37.00	32.06	2020.44	29.21	7.00	40.00
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	60	0.02%	36.55	38.57	3368.23	28.99	7.00	49.29
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	16	0.00%	36.25	39.06	3471.81	24.50	7.00	37.91
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"40-44 years"	"40-44"	"8th grade or less"	"1"	"No"	"2"	23	0.01%	41.70	38.48	3316.04	30.40	7.00	91.78
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"40-44 years"	"40-44"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	13	0.00%	41.62	37.69	3175.77	32.27	7.00	81.10
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"40-44 years"	"40-44"	"High school graduate or GED completed"	"3"	"No"	"2"	20	0.01%	40.75	38.20	3250.65	30.47	7.00	83.35
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"40-44 years"	"40-44"	"Some college credit, but not a degree"	"4"	"No"	"2"	13	0.00%	40.85	37.38	2994.92	31.59	7.00	75.88
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"40-44 years"	"40-44"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	33	0.01%	41.09	38.09	3191.73	27.79	7.00	77.77
	"Prince George's County, MD"	"24033"	"7 prenatal visits"	"7"	"40-44 years"	"40-44"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	17	0.00%	41.06	37.94	3147.06	26.39	7.00	67.40
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"15-19 years"	"15-19"	"8th grade or less"	"1"	"No"	"2"	17	0.00%	17.35	39.00	3040.76	23.13	8.00	18.00
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"Yes"	"1"	10	0.00%	17.50	36.10	2516.50	25.97	8.00	24.50
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	86	0.03%	17.81	39.03	3195.36	25.38	8.00	23.08
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	49	0.01%	18.57	38.80	3127.59	27.16	8.00	29.50
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"8th grade or less"	"1"	"No"	"2"	77	0.02%	22.27	39.10	3258.86	25.85	8.00	51.67
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	125	0.04%	22.02	38.88	3315.14	26.82	8.00	45.61
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"Yes"	"1"	17	0.00%	21.88	36.24	2623.06	28.11	8.00	26.00
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	258	0.08%	22.03	38.71	3151.66	27.08	8.00	35.56
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	13	0.00%	22.62	35.62	2533.62	29.98	8.00	40.00
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	152	0.04%	22.25	38.42	3118.24	27.01	8.00	32.17
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"Associate degree (AA, AS)"	"5"	"No"	"2"	20	0.01%	22.85	38.45	3218.80	25.71	8.00	37.33
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	34	0.01%	23.00	38.18	3202.53	24.88	8.00	30.00
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"8th grade or less"	"1"	"No"	"2"	92	0.03%	27.15	38.73	3291.73	28.04	8.00	57.65
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	107	0.03%	26.99	38.56	3264.14	27.83	8.00	50.99
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"Yes"	"1"	25	0.01%	27.08	36.04	2461.40	30.15	8.00	51.91
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	275	0.08%	26.91	38.52	3186.83	28.80	8.00	51.08
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	15	0.00%	27.67	33.80	2176.33	33.59	8.00	38.20
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	216	0.06%	27.07	38.49	3192.00	27.55	8.00	46.45
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	66	0.02%	27.33	38.76	3229.23	27.83	8.00	41.11
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	11	0.00%	28.27	36.09	2770.55	30.78	8.00	66.50
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	139	0.04%	27.28	38.63	3230.60	27.02	8.00	39.40
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	55	0.02%	27.55	38.62	3314.60	27.73	8.00	42.75
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	10	0.00%	27.30	39.00	3605.10	27.04	8.00	24.33
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"8th grade or less"	"1"	"No"	"2"	105	0.03%	31.82	38.48	3299.90	28.85	8.00	76.40
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	103	0.03%	32.05	38.44	3286.38	29.92	8.00	78.00
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"Yes"	"1"	19	0.01%	31.79	32.68	2113.21	35.85	8.00	75.00
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	189	0.06%	31.81	38.69	3317.42	28.91	8.00	60.88
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	28	0.01%	31.82	33.86	2307.64	29.88	8.00	80.40
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	164	0.05%	31.76	38.46	3214.80	29.10	8.00	53.86
	"Prince George's County, MD"	"24033"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	78	0.02%	31.82	38.49	3233.64	29.98	8.00	56.27
